,department,institution,first_name,middle_name,last_name,title,year
3744,math,california polytechnic state university,eric,,brussel,the division algebras and brauer group of a strictly henselian field,2001
3745,math,california polytechnic state university,eric,,brussel,division algebra subfields introduced by an indeterminate,1997
3746,math,california polytechnic state university,eric,,brussel,wang counterexamples lead to noncrossed products,1997
3747,math,california polytechnic state university,eric,,brussel,decomposability and embeddability of discretely henselian division algebras,1996
3748,math,california polytechnic state university,eric,,brussel,division algebras not embeddable in crossed products,1996
3749,math,california polytechnic state university,eric,,brussel,noncrossed product division algebras and other examples over q(t) and q((t)),1993
3750,,university of california los angeles,sandra,h,south,food availability and parasite infection influence mating tactics in guppies poecilia reticulata,2009
3751,,university of california los angeles,sandra,h,south,the effects of carotenoid and food availability on resistance to a naturally occurring parasite gyrodactylus turnbulli in guppies poecilia reticulata,2006
3752,,kunming university of science and technology,zhentao,,yuan,improving the mechanical and tribological properties of amorphous carbon based films by an a c zr zrn multilayered interlayer,2019
3753,,kunming university of science and technology,zhentao,,yuan,dhq graphene a novel two dimensional defective graphene for corrosion resistant coating,2019
3754,,kunming university of science and technology,zhentao,,yuan,corrosion behavior of titanium oxide film by surface mechanical attrition treatment,2018
3755,,shandong jianzhu university 山東建築大學,meiling,,li,transfer stability of urban subway network with passenger flow evidence in beijing,2018
3756,,shandong jianzhu university 山東建築大學,meiling,,li,finding influential nodes in bus networks,2018
3757,,california polytechnic state university,sophia,k,ruef,background noise disrupts host parasitoid interactions,2019
3758,,california polytechnic state university,sophia,k,ruef,supplementary material from background noise disrupts host parasitoid interactions,2019
3759,,university of south china,siqi,,wang,pregnancy associated plasma protein a accelerates atherosclerosis by regulating reverse cholesterol transport and inflammation,2019
3760,,university of south china,siqi,,wang,microrna 377 inhibits atherosclerosis by regulating triglyceride metabolism through the dna methyltransferase 1 in apolipoprotein e knockout mice,2018
3761,,university of south china,siqi,,wang,heat shock protein 70 accelerates atherosclerosis by downregulating the expression of abca1 and abcg1 through the jnk elk 1 pathway,2018
3762,,stockholm resilience centre,albert,v,norstrom,advancing the integration of spatial data to map human and natural drivers on coral reefs,2018
3763,,stockholm resilience centre,albert,v,norstrom,parsing human and biophysical drivers of coral reef regimes,2019
3764,,stockholm resilience centre,albert,v,norstrom,combining fish and benthic communities into multiple regimes reveals complex reef dynamics,2018
3765,,stockholm resilience centre,albert,v,norstrom,analyzing tradeoffs barriers to using decision support tools for marine spatial planning,2015
3766,,university of minnesota,ryan,d briscoe,runquist,geographic range size is predicted by plant mating system,2015
3767,,university of minnesota,ryan,d briscoe,runquist,no association between plant mating system and geographic range overlap,2016
3768,,university of minnesota,ryan,d briscoe,runquist,no association between plant mating system geographic range overlap,2015
3769,,university of minnesota,ryan,d briscoe,runquist,data from self fertilization and herbivory in a rare alpine plant in california claytonia megarhiza montiaceae,2018
3770,,university of michigan,panfen,,wang,a unique arabinose 5 phosphate isomerase found within a genomic island associated with the uropathogenicity of escherichia coli cft073,2011
3771,,university of michigan,panfen,,wang,using directed evolution to probe the substrate specificity of mandelamide hydrolase,2009
3772,,university of california san diego,jim,,agler,m isometric transformations of hilbert space i,1995
3773,,university of california san diego,jim,,agler,toral algebraic sets and function theory on polydisks,2005
3774,,university of california san diego,jim,,agler,classification of hereditary matrices,1998
3775,,university of california san diego,jim,,agler,local geometry of zero sets of holomorphic functions near the torus,2008
3776,,university of california san diego,jim,,agler,m-isometric transformations of hilbert space. iii,1996
3777,,university of california san diego,jim,,agler,m-isometric transformations of hilbert space. ii,1995
3778,,duke university,heather,m,stapleton,low level exposure to the flame retardant bde 209 reduces thyroid hormone levels and disrupts thyroid signaling in fathead minnows,2013
3779,,duke university,heather,m,stapleton,tissue distribution and thyroid hormone effects on mrna abundance for membrane transporters mct8 mct10 and organic anion transporting polypeptides oatps in a teleost fish,2014
3780,,duke university,heather,m,stapleton,rapid method for the measurement of circulating thyroid hormones in low volumes of teleost fish plasma by lc esi ms ms,2014
3781,,massachusetts institute of technology,r,d,petrasso,progress towards ignition on the national ignition facility,2011
3782,,massachusetts institute of technology,r,d,petrasso,nif convergent ablator performance measurements,2010
3783,,michigan state university,miguel,a,ballicora,identification and characterization of a critical region in the glycogen synthase from escherichia coli,2004
3784,,michigan state university,miguel,a,ballicora,an assay for adenosine 5 diphosphate adp glucose pyrophosphorylase that measures the synthesis of radioactive adp glucose with glycogen synthase,2004
3785,,michigan state university,miguel,a,ballicora,the adp glucose binding site of the escherichia coli glycogen synthase,2006
3786,,michigan state university,miguel,a,ballicora,the active site of the escherichia coli glycogen synthase is similar to the active site of retaining gt b glycosyltransferases,2004
3787,,california polytechnic state university,hunter,,glanz,dysregulated fxr fgf19 signaling and choline metabolism are associated with gut dysbiosis and hyperplasia in a novel pig model of pediatric nash,2020
3788,,california polytechnic state university,gabriela,,aleman,study of grating layer location of a gan nano grated led for improvement of transmission efficiency,2014
3789,,california polytechnic state university,gabriela,,aleman,transmission efficiency study of grating layer location of a gan nano grated structure,2013
3790,,southern california coastal water research project,josh,a,steele,microbial eukaryotic distributions and diversity patterns in a deep sea methane seep ecosystem,2016
3791,,case western reserve university,neha,,dwivedi,controlled dual growth factor delivery from microparticles incorporated within human bone marrow derived mesenchymal stem cell aggregates for enhanced bone tissue engineering via endochondral ossification,2016
